file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1999.98-1036,2,31220,james_b_koch,,2016.493,2040.93,"Well, if I can apply it to this case, and Justice Souter's comment, in this particular neighborhood...  though we would disagree it is a high crime area, the Illinois Supreme Court said it was on a de novo review...  but it would make perfect sense for...  if you see four police cars and eight police officers converging on a scene at one time, that one person might duck behind a car."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2069.786,2075.293,I'm not really sympathetic to...  to those who...  who run away because they don't want to be called as a witness.
1999.98-1036,2,31220,james_b_koch,,2081.591,2091.623,"No, I don't, Your Honor, but...  and I don't know that you would be sympathetic either to those who don't want to be subject to misidentification or harassment, those who don't want to be intimidated in the area."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2099.796,2101.299,There may indeed.
1999.98-1036,2,31220,james_b_koch,,2117.546,2123.285,"Well, then there should be, as I understand Terry, some articulable basis for stopping that person who's left."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2123.907,2129.024,You really don't think it's an articulable basis that a police officer is patrolling a beat.
1999.98-1036,2,31220,james_b_koch,,2139.26,2141.489,That may arouse suspicion in context.
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2143.763,2144.051,Fine.
1999.98-1036,2,31220,james_b_koch,,2144.051,2145.165,Flight in and of itself...
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2145.165,2145.331,No.
1999.98-1036,2,31220,james_b_koch,,2152.761,2156.561,I would submit it is suspicious and it's a hunch that something is amiss.
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2156.561,2157.942,"Right, right."
1999.98-1036,2,31220,james_b_koch,,2157.942,2159.594,But without some articulable suspicion of what...
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2159.594,2160.626,It's unprovoked.
1999.98-1036,2,31220,james_b_koch,,2186.26,2191.629,"Well, time, context, other people on the street."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2201.743,2202.403,"Oh, it could have worse."
1999.98-1036,2,31220,james_b_koch,,2208.142,2215.368,That there is no context...  there's no articulable basis by the police of what it is that called my attention to him running.
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2220.608,2221.517,"Well, they didn't just see him running."
1999.98-1036,2,31220,james_b_koch,,2224.86,2228.409,"Well, they saw him running from...  they looked...  my client looked in their direction..."
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2228.409,2229.318,And then ran.
1999.98-1036,2,31220,james_b_koch,,2229.318,2229.978,and then ran.
1999.98-1036,2,15042,david_h_souter,scotus_justice,2230.722,2233.611,Let me...  let me make sure that I understand your argument.
1999.98-1036,2,31220,james_b_koch,,2265.561,2266.654,"That's correct, Justice Souter."
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2266.654,2267.13,Is...  that's your point.
1999.98-1036,2,15042,david_h_souter,scotus_justice,2267.13,2273.984,"So, whether...  whether they...  whether in fact this was or was not a good Terry stop is not really the issue in this case, as I understand it."
1999.98-1036,2,31220,james_b_koch,,2275.22,2277.178,"And I agree, and I would add that what the..."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2277.178,2278.443,You are not really.
1999.98-1036,2,31220,james_b_koch,,2315.799,2329.712,"Justice Scalia, what the Illinois Supreme Court said was what was untenable was there were no articulable facts in the record from which they would be willing to tilt in this situation individual's freedoms in favor...  whether it's per se or totality, in favor of the State."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2329.712,2338.379,"Which means that they are unwilling to consider flight from a police officer suspicious, and that's really what all of this debate is about."
1999.98-1036,2,31220,james_b_koch,,2338.379,2339.122,It's my...
1999.98-1036,2,15084,ruth_bader_ginsburg,scotus_justice,2339.122,2341.312,"I thought, Mr. Koch, that that was your point."
1999.98-1036,2,31220,james_b_koch,,2375.242,2375.697,No.
1999.98-1036,2,15084,ruth_bader_ginsburg,scotus_justice,2386.305,2388.988,You mentioned scream and running from a store.
1999.98-1036,2,31220,james_b_koch,,2391.506,2394.811,There may be a call in the neighborhood that they're responding to.
1999.98-1036,2,15141,william_h_rehnquist,scotus_justice,2414.873,2429.651,"Mr....  Mr. Koch, the question presented, whether a person's sudden and unprovoked flight from a clearly identifiable police officer, who is patrolling a high crime...  is sufficiently suspicious to justify a temporary investigating stop under Terry."
1999.98-1036,2,31220,james_b_koch,,2437.369,2437.741,No.
1999.98-1036,2,15141,william_h_rehnquist,scotus_justice,2437.741,2454.709,"So, I understood your answer to Justice Souter's question was that your position was that really the Supreme Court of Illinois could have been wrong in this case, but that the Supreme Court of Illinois could have decided this case otherwise."
1999.98-1036,2,31220,james_b_koch,,2465.854,2469.819,That to give discretion to the Illinois Supreme Court decision in review?
1999.98-1036,2,15141,william_h_rehnquist,scotus_justice,2469.819,2479.229,"Well, as I understood your answer to Justice Souter's question, it was that you're not saying that the Supreme Court of Illinois couldn't have come out the other way in this case."
1999.98-1036,2,31220,james_b_koch,,2484.308,2495.37,"It's my...  our position is that the Illinois Supreme Court correctly said that flight in and of itself will never be enough absent corroborating circumstances, and they will not adopt a per se test..."
1999.98-1036,2,15141,william_h_rehnquist,scotus_justice,2495.37,2500.655,And it would have been wrong in the...  your position is that the Supreme Court of Illinois would have been wrong to come out otherwise.
1999.98-1036,2,31220,james_b_koch,,2500.655,2504.947,"Absent corroborating circumstances or articulable suspicion, that's correct, Justice."
1999.98-1036,2,15042,david_h_souter,scotus_justice,2504.947,2506.971,But that's not what you came up here to argue.
1999.98-1036,2,31220,james_b_koch,,2507.509,2508.457,I came here...
1999.98-1036,2,15042,david_h_souter,scotus_justice,2508.457,2514.773,What you came here to argue is that the per se rule is a wrong reason for reversing the Supreme Court of Illinois.
1999.98-1036,2,31220,james_b_koch,,2515.145,2515.278,That's...
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2515.278,2515.733,Okay.
1999.98-1036,2,31220,james_b_koch,,2515.733,2516.188,That's correct.
1999.98-1036,2,15060,john_paul_stevens,scotus_justice,2516.188,2518.417,May I ask you a question about the facts?
1999.98-1036,2,31220,james_b_koch,,2546.941,2548.055,"No, I have not, Your Honor."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2569.026,2572.37,"If you haven't conceded it, you should have objected to the question presented."
1999.98-1036,2,15141,william_h_rehnquist,scotus_justice,2572.37,2573.113,You didn't say that.
1999.98-1036,2,31220,james_b_koch,,2583.848,2585.744,That's correct.
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2585.744,2591.317,"Gee, I didn't really think we were going to get into the facts of this case as to whether, indeed, it was an unprovoked flight."
1999.98-1036,2,31220,james_b_koch,,2593.796,2597.966,There's nothing in the...  in either the Illinois appellate court or the record that says it's provoked or unprovoked.
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2597.966,2598.166,"Well, that may be."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2598.166,2599.163,You should have raised that point earlier.
1999.98-1036,2,31220,james_b_koch,,2605.396,2615.76,"Even if it was unprovoked flight, and...  and that's a given, it's unprovoked without corroborating circumstances that his flight was related to some criminal activity."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2643.335,2649.734,"Mr. Koch, I...  I'm...  I don't think that...  tell me if I'm wrong in this."
1999.98-1036,2,31220,james_b_koch,,2666.658,2667.484,"Yes, it is."
1999.98-1036,2,15060,john_paul_stevens,scotus_justice,2667.484,2667.651,Unprovoked...
1999.98-1036,2,31220,james_b_koch,,2667.651,2671.199,Absent corroborating circumstances of some criminal activity...
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2671.199,2671.654,Right.
1999.98-1036,2,31220,james_b_koch,,2671.654,2673.966,"something that...  that colors the flight, the context."
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2673.966,2674.255,Right.
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2674.255,2674.521,Right.
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2674.521,2683.543,"And the other side, it seems to me, is not arguing that unprovoked flight alone is often enough...  is always enough."
1999.98-1036,2,15060,john_paul_stevens,scotus_justice,2690.396,2692.792,That's certainly not my recollection of the three-pronged argument.
1999.98-1036,2,15049,antonin_scalia,scotus_justice,2695.969,2704.531,"Well, I thought they acknowledged that there are other circumstances which would show...  which would show that...  that there was reason for the flight."
1999.98-1036,2,31220,james_b_koch,,2713.43,2721.232,It's my understanding that they're saying that flight from a police officer without provocation is always in every circumstance grounds for a Terry stop.
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2721.232,2726.889,"If you win on that...  if you win on that, what about running away under these circumstances?"
1999.98-1036,2,31220,james_b_koch,,2741.09,2741.954,And...
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2741.954,2749.468,He's right in front of the storefront which everyone knows is the storefront where on a daily basis they sell narcotics.
1999.98-1036,2,31220,james_b_koch,,2760.242,2769.408,"And I would submit that if Officer Nolan in that situation had testified...  in the record, it does say, Justice Breyer, I went to this area with the four cars..."
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2769.408,2775.064,"It doesn't...  it seems...  maybe it's a little ambiguous, but it seems to say 4035 Roosevelt Avenue."
1999.98-1036,2,31220,james_b_koch,,2775.064,2776.96,That's the...  that's where he sees my client.
1999.98-1036,2,15139,stephen_g_breyer,scotus_justice,2790.047,2793.557,"I know, but what about my...  my hypothetical rather than yours?"
1999.98-1036,2,31220,james_b_koch,,2793.557,2798.237,"I think in your hypothetical, had that been articulated, that may very well constitute reasonable suspicion."
1999.98-1036,2,15084,ruth_bader_ginsburg,scotus_justice,2804.081,2815.105,"Would you take the same position if instead of running off, he jumped into his car on the...  it was parked curbside...  and sped away?"
1999.98-1036,2,31220,james_b_koch,,2815.105,2826.001,I think I would take the same position that we have the right to eschew interactions with the...  with law enforcement or the government.
1999.98-1036,2,15113,anthony_m_kennedy,scotus_justice,2864.517,2870.295,"Suppose in the luggage case, in response to the police request, the man takes his luggage and starts to run."
1999.98-1036,2,31220,james_b_koch,,2870.295,2878.014,"In a...  that may be with other factors, it may be there's some."
1999.98-1036,2,15113,anthony_m_kennedy,scotus_justice,2879.378,2879.954,No.
1999.98-1036,2,31220,james_b_koch,,2882.722,2885.422,I would submit that that is not grounds for a Terry stop.
1999.98-1036,2,15113,anthony_m_kennedy,scotus_justice,2890.357,2896.218,"On the grounds that it is more likely than not that he is innocent of any activity, of any criminal activity?"
1999.98-1036,2,31220,james_b_koch,,2896.218,2900.555,On the grounds that the manner in which you exercise your rights shouldn't constitute a violation of it.
1999.98-1036,2,15141,william_h_rehnquist,scotus_justice,2905.961,2907.735,"Thank you, Mr. Koch."
